"artist","firstName","gender","itemInSession","lastName","length","level","location","sessionId","song","userId"
"The Killers","Jayden","M","17","Graves","218.85342","paid","Marinette, WI-MI","442","This Is Your Life","25"
"Erasure","Jayden","M","18","Graves","584.25424","paid","Marinette, WI-MI","442","Fingers And Thumbs (Cold Summer's Day) (Sound Factory Remix)","25"
"Red Hot Chili Peppers","Jayden","M","19","Graves","334.65424","paid","Marinette, WI-MI","442","Snow [Hey Oh] (Album Version)","25"
"Balkan Beat Box","Jayden","M","20","Graves","352.60036","paid","Marinette, WI-MI","442","Bulgarian  Chicks","25"
"Fleet Foxes","Jayden","M","21","Graves","208.03873","paid","Marinette, WI-MI","442","Tiger Mountain Peasant Song","25"
"Damu The Fudgemunk","Jayden","M","22","Graves","76.66893","paid","Marinette, WI-MI","442","Man With Bindle [Pawt 1] (2004)","25"
"Harmonia","Stefany","F","0","White","655.77751","free","Lubbock, TX","380","Sehr kosmisch","83"
"Moloko","Jayden","M","23","Graves","593.3971","paid","Marinette, WI-MI","442","Over And Over","25"
"Richard Ashcroft","Stefany","F","1","White","236.35546","free","Lubbock, TX","380","Break The Night With Colour","83"
"Johnny Gill","Jayden","M","24","Graves","288.70485","paid","Marinette, WI-MI","442","Chemistry","25"
"Enya","Jayden","M","25","Graves","175.85587","paid","Marinette, WI-MI","442","The Sun In The Stream","25"
"Eminem","Jayden","M","26","Graves","250.8273","paid","Marinette, WI-MI","442","Mockingbird","25"
"Van Halen","Aleena","F","1","Kirby","311.61424","paid","Waterloo-Cedar Falls, IA","474","Love Walks In (Remastered Album Version)","44"
"BarlowGirl","Aleena","F","2","Kirby","274.1024","paid","Waterloo-Cedar Falls, IA","474","Never Alone (Acoustic Version)","44"
"Porcupine Tree","Aleena","F","3","Kirby","458.00444","paid","Waterloo-Cedar Falls, IA","474","Way Out of Here [Album Version]","44"
"Slash","Aleena","F","4","Kirby","278.49098","paid","Waterloo-Cedar Falls, IA","474","Beautiful Dangerous (featuring Fergie)","44"
"Lady GaGa","Aleena","F","5","Kirby","274.18077","paid","Waterloo-Cedar Falls, IA","474","Alejandro","44"
"Shout Out Louds","Kate","F","0","Harrell","231.96689","paid","Lansing-East Lansing, MI","508","Never Ever","97"
"Nick Jonas & The Administration","Aleena","F","6","Kirby","245.57669","paid","Waterloo-Cedar Falls, IA","474","Who I Am","44"
"Cibelle","Kate","F","1","Harrell","576.91383","paid","Lansing-East Lansing, MI","508","Pequenos Olhos","97"
"Joshua Radin","Aleena","F","7","Kirby","182.62159","paid","Waterloo-Cedar Falls, IA","474","The Fear You Won't Fall","44"
"Kings Of Leon","Aleena","F","8","Kirby","201.79546","paid","Waterloo-Cedar Falls, IA","474","Revelry","44"
"Spinal Tap","Aleena","F","9","Kirby","304.71791","paid","Waterloo-Cedar Falls, IA","474","Rock 'n' Roll Creation","44"
"Nine Inch Nails","Kate","F","2","Harrell","324.67546","paid","Lansing-East Lansing, MI","508","Beside You In Time","97"
"Aiden","Aleena","F","10","Kirby","238.65424","paid","Waterloo-Cedar Falls, IA","474","Breathless (Album Version)","44"
"Muse","Kate","F","3","Harrell","441.10322","paid","Lansing-East Lansing, MI","508","Citizen Erased","97"
"Wyclef Jean","Aleena","F","11","Kirby","319.97342","paid","Waterloo-Cedar Falls, IA","474","Something About Mary","44"
"Matthew Good","Aleena","F","12","Kirby","307.06893","paid","Waterloo-Cedar Falls, IA","474","She's In It for the Money","44"
"Luke Bryan","Kate","F","4","Harrell","238.28853","paid","Lansing-East Lansing, MI","508","Do I","97"
"Billy Currington","Kate","F","5","Harrell","223.7122","paid","Lansing-East Lansing, MI","508","Walk A Little Straighter","97"
"Justice","Aleena","F","13","Kirby","236.12036","paid","Waterloo-Cedar Falls, IA","474","DVNO","44"
"Sam Cooke","Kate","F","6","Harrell","122.04363","paid","Lansing-East Lansing, MI","508","Ain't Misbehavin","97"
"Guns N' Roses","Aleena","F","14","Kirby","284.05506","paid","Waterloo-Cedar Falls, IA","474","Don't Cry (Original)","44"
"DJ Shadow","Cecilia","F","0","Owens","436.24444","free","Atlanta-Sandy Springs-Roswell, GA","453","Changeling","6"
"Madonna","Kate","F","7","Harrell","241.21424","paid","Lansing-East Lansing, MI","508","American Life [Headcleanr Rock Mix]","97"
"Justin Bieber / Usher","Aleena","F","15","Kirby","222.30159","paid","Waterloo-Cedar Falls, IA","474","First Dance","44"
"Pat Benatar","Kate","F","8","Harrell","269.26975","paid","Lansing-East Lansing, MI","508","Invincible","97"
"The New Pornographers","Cecilia","F","1","Owens","173.94893","free","Atlanta-Sandy Springs-Roswell, GA","453","Falling Through Your Clothes","6"
"Subhumans","Aleena","F","16","Kirby","209.37098","paid","Waterloo-Cedar Falls, IA","474","Rain","44"
"Van Halen","Kate","F","9","Harrell","198.37342","paid","Lansing-East Lansing, MI","508","You're No Good (Album Version)","97"
"The Black Ghosts","Kate","F","10","Harrell","203.28444","paid","Lansing-East Lansing, MI","508","Anyway You Choose To Give It (Radio Edit)","97"
"The New Pornographers","Ava","F","0","Robinson","166.66077","free","New Haven-Milford, CT","430","Jackie","50"
"Slim Dusty","Ava","F","1","Robinson","198.922","free","New Haven-Milford, CT","430","Long Black Road","50"
"Muse","Ava","F","2","Robinson","346.69669","free","New Haven-Milford, CT","430","Resistance","50"
"Alliance Ethnik","Chloe","F","0","Cuevas","265.76934","free","San Francisco-Oakland-Hayward, CA","528","Creil City","49"
"The Mossie","Jacqueline","F","1","Lynch","147.19955","paid","Atlanta-Sandy Springs-Roswell, GA","486","Interlude #1 (Mama)","29"
"Anastacia","Jacqueline","F","2","Lynch","208.45669","paid","Atlanta-Sandy Springs-Roswell, GA","486","One Day In Your Life","29"
"Europe","Mohammad","M","1","Rodriguez","346.69669","free","Sacramento--Roseville--Arden-Arcade, CA","471","The Final Countdown","88"
"Renee Olstead","Chloe","F","1","Cuevas","251.74159","free","San Francisco-Oakland-Hayward, CA","528","Summertime (Album Version)","49"
"John Mayer","Jacqueline","F","3","Lynch","258.92526","paid","Atlanta-Sandy Springs-Roswell, GA","486","Good Love Is On The Way","29"
"Lone Justice","Chloe","F","2","Cuevas","273.57995","free","San Francisco-Oakland-Hayward, CA","528","Shelter","49"
"Beirut","Colm","M","0","Santana","230.19057","free","Nashville-Davidson--Murfreesboro--Franklin, TN","475","Nantes","67"
"In Flames","Jacqueline","F","4","Lynch","278.69995","paid","Atlanta-Sandy Springs-Roswell, GA","486","My sweet shadow","29"
"New Funky Generation","Chloe","F","3","Cuevas","294.03383","free","San Francisco-Oakland-Hayward, CA","528","Lubumba '98","49"
"Coldplay","Colm","M","1","Santana","268.38159","free","Nashville-Davidson--Murfreesboro--Franklin, TN","475","Yellow","67"
"Celtic Woman","Jacqueline","F","5","Lynch","196.96281","paid","Atlanta-Sandy Springs-Roswell, GA","486","Siulil A Run","29"
"Delerium feat. Sarah McLachlan","Chloe","F","4","Cuevas","494.81098","free","San Francisco-Oakland-Hayward, CA","528","Silence","49"
"Jeff Beck & The Big Town Playboys","Colm","M","2","Santana","142.44526","free","Nashville-Davidson--Murfreesboro--Franklin, TN","475","Blues Stay Away From Me","67"
"matchbox twenty","Jacqueline","F","6","Lynch","229.14567","paid","Atlanta-Sandy Springs-Roswell, GA","486","Unwell (Album Version)","29"
"J. Karjalainen & Mustat Lasit","Colm","M","8","Santana","336.74404","free","Nashville-Davidson--Murfreesboro--Franklin, TN","475","Sinisten tÃÂ¤htien alla","67"
"Eric B. & Rakim","Kevin","M","1","Arellano","263.91465","free","Harrisburg-Carlisle, PA","525","Move The Crowd","66"
"Justin Bieber / Jessica Jarrell","Jacqueline","F","7","Lynch","251.16689","paid","Atlanta-Sandy Springs-Roswell, GA","486","Overboard","29"
"Mario Rosenstock","Chloe","F","5","Cuevas","183.14404","free","San Francisco-Oakland-Hayward, CA","528","FAI Piss-Up 1","49"
"Jermaine Dupri featuring Jay-Z","Theodore","M","1","Harris","254.30159","free","Red Bluff, CA","515","Money Ain't A Thang","14"
"Terror Squad / Big Pun / Big L / Fat Joe","Jacqueline","F","8","Lynch","266.70975","paid","Atlanta-Sandy Springs-Roswell, GA","486","Bring 'Em Back","29"
"George Baker Selection","Chloe","F","6","Cuevas","200.4371","free","San Francisco-Oakland-Hayward, CA","528","Morning Sky","49"
"Okkervil River","Theodore","M","2","Harris","223.13751","free","Red Bluff, CA","515","Plus Ones","14"
"Kings Of Leon","Jacqueline","F","9","Lynch","334.75873","paid","Atlanta-Sandy Springs-Roswell, GA","486","Cold Desert","29"
"Arcade Fire","Jacqueline","F","10","Lynch","288.33914","paid","Atlanta-Sandy Springs-Roswell, GA","486","Neighborhood #1 (Tunnels)","29"
"Men Without Hats","Ayla","F","0","Johnson","164.49261","free","Santa Rosa, CA","520","Safety Dance","63"
"Immortal Technique","Ayla","F","1","Johnson","171.12771","free","Santa Rosa, CA","520","Bin Laden Feat. MosDef (Inst)","63"
"Divinyls","Jacqueline","F","11","Lynch","232.04526","paid","Atlanta-Sandy Springs-Roswell, GA","486","Pleasure And Pain","29"
"Danny Elfman","Jacqueline","F","12","Lynch","176.84853","paid","Atlanta-Sandy Springs-Roswell, GA","486","Prologue","29"
"Plain White T's","Jacqueline","F","13","Lynch","232.202","paid","Atlanta-Sandy Springs-Roswell, GA","486","Hey There Delilah","29"
"Breaking Benjamin","Jacqueline","F","14","Lynch","205.322","paid","Atlanta-Sandy Springs-Roswell, GA","486","Blow Me Away","29"
"Penguin CafÃÂ© Orchestra","Jacqueline","F","15","Lynch","269.84444","paid","Atlanta-Sandy Springs-Roswell, GA","486","Perpetuum Mobile","29"
"Kings Of Leon","Jacqueline","F","16","Lynch","201.79546","paid","Atlanta-Sandy Springs-Roswell, GA","486","Revelry","29"
"Banco Del Mutuo Soccorso","Jacqueline","F","17","Lynch","354.76853","paid","Atlanta-Sandy Springs-Roswell, GA","486","Di Terra (2006 Digital Remaster)","29"
"Tanlines","Jacqueline","F","18","Lynch","279.77098","paid","Atlanta-Sandy Springs-Roswell, GA","486","Real Life","29"
"Rammstein","Jacqueline","F","19","Lynch","264.22812","paid","Atlanta-Sandy Springs-Roswell, GA","486","Engel","29"
"Sangre Azul","Jacqueline","F","20","Lynch","274.80771","paid","Atlanta-Sandy Springs-Roswell, GA","486","Noche De AcciÃÂ³n","29"
"Zumpano","Jacqueline","F","21","Lynch","208.06485","paid","Atlanta-Sandy Springs-Roswell, GA","486","Jeez Louise (Album)","29"
"Kanye West","Lily","F","1","Burns","238.52363","free","New York-Newark-Jersey City, NY-NJ-PA","517","Flashing Lights","32"
"Kings Of Leon","Jacqueline","F","22","Lynch","231.81016","paid","Atlanta-Sandy Springs-Roswell, GA","486","Use Somebody","29"
"Mike And The Mechanics And Paul Carrack","Jordan","F","1","Hicks","308.63628","free","Salinas, CA","499","Underscore","37"
"Kings Of Leon","Jacqueline","F","23","Lynch","227.18649","paid","Atlanta-Sandy Springs-Roswell, GA","486","Be Somebody","29"
"Cornelis Vreeswijk","Jacqueline","F","24","Lynch","140.66893","paid","Atlanta-Sandy Springs-Roswell, GA","486","En resa","29"
"Bon Iver","Jordan","F","2","Hicks","238.49751","free","Salinas, CA","499","Skinny Love","37"
"Daft Punk","Jacqueline","F","25","Lynch","290.76853","paid","Atlanta-Sandy Springs-Roswell, GA","486","Television Rules The Nation / Crescendolls","29"
"Asher Roth / Cee-Lo","Jordan","F","3","Hicks","262.66077","free","Salinas, CA","499","Be By Myself","37"
"Suicidal Tendencies","Jacqueline","F","26","Lynch","172.01587","paid","Atlanta-Sandy Springs-Roswell, GA","486","Freedumb","29"
"The Be Good Tanyas","Jordan","F","4","Hicks","225.04444","free","Salinas, CA","499","A Thousand Tiny Pieces","37"
"John Mayer","Jacqueline","F","27","Lynch","250.38322","paid","Atlanta-Sandy Springs-Roswell, GA","486","Half Of My Heart","29"
"Flyleaf","Jacqueline","F","28","Lynch","174.39302","paid","Atlanta-Sandy Springs-Roswell, GA","486","Missing","29"
"Kings Of Leon","Jacqueline","F","29","Lynch","201.79546","paid","Atlanta-Sandy Springs-Roswell, GA","486","Revelry","29"
"Damian Marley / Stephen Marley / Rovleta Fraser","Jacqueline","F","30","Lynch","255.55546","paid","Atlanta-Sandy Springs-Roswell, GA","486","Hey Girl","29"
"O Rappa","Jacqueline","F","32","Lynch","195.83955","paid","Atlanta-Sandy Springs-Roswell, GA","486","ÃÂ Noite","29"
"The Whitest Boy Alive","Jacqueline","F","33","Lynch","261.85098","paid","Atlanta-Sandy Springs-Roswell, GA","486","Courage","29"
"Angels Of Light & Akron/Family","Jacqueline","F","34","Lynch","150.33424","paid","Atlanta-Sandy Springs-Roswell, GA","486","Awake","29"
"Belanova","Jacqueline","F","35","Lynch","187.53261","paid","Atlanta-Sandy Springs-Roswell, GA","486","Me Pregunto","29"
"Thee Headcoats","Jacqueline","F","36","Lynch","160.26077","paid","Atlanta-Sandy Springs-Roswell, GA","486","Monkey's Paw","29"
"matchbox twenty","Jacqueline","F","37","Lynch","218.72281","paid","Atlanta-Sandy Springs-Roswell, GA","486","Disease (Album Version)","29"
"Primal Scream","Jacqueline","F","38","Lynch","226.2722","paid","Atlanta-Sandy Springs-Roswell, GA","486","Movin' On Up","29"
"DJ Krush & Toshinori Kondo","Jacqueline","F","39","Lynch","279.90159","paid","Atlanta-Sandy Springs-Roswell, GA","486","Shoh-ka","29"
"Mindless Faith","Jacqueline","F","40","Lynch","312.47628","paid","Atlanta-Sandy Springs-Roswell, GA","486","Independence Day (version)","29"
"Ella Baila Sola","Tegan","F","3","Levine","259.00363","paid","Portland-South Portland, ME","545","Y Quisiera","80"
"Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner","Jacqueline","F","41","Lynch","277.15873","paid","Atlanta-Sandy Springs-Roswell, GA","486","Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile)","29"
"Black Moth Super Rainbow","Tegan","F","4","Levine","221.28281","paid","Portland-South Portland, ME","545","Early 70's Gymnastics","80"
"Old 97's","Jacqueline","F","42","Lynch","231.28771","paid","Atlanta-Sandy Springs-Roswell, GA","486","Victoria (LP Version)","29"
"The Dangerous Summer","Jacqueline","F","43","Lynch","218.33098","paid","Atlanta-Sandy Springs-Roswell, GA","486","Wake Up","29"
"Randy Travis","Jacqueline","F","45","Lynch","237.03465","paid","Atlanta-Sandy Springs-Roswell, GA","486","Hard Rock Bottom Of Your Heart (Single Remix Remastered Version)","29"
"M.I.A.","Jacqueline","F","46","Lynch","206.13179","paid","Atlanta-Sandy Springs-Roswell, GA","486","Paper Planes","29"
"The Strokes","Jacqueline","F","47","Lynch","197.53751","paid","Atlanta-Sandy Springs-Roswell, GA","486","Last Nite","29"
"Justice","Jacqueline","F","48","Lynch","295.94077","paid","Atlanta-Sandy Springs-Roswell, GA","486","Let There Be Light (album version)","29"
"The Killers","Jordan","F","1","Hicks","220.89098","free","Salinas, CA","547","When You Were Young","37"
"Method Man / Busta Rhymes","Kevin","M","0","Arellano","232.22812","free","Harrisburg-Carlisle, PA","541","What's Happenin'","66"
"Guns N' Roses","Jacqueline","F","50","Lynch","455.52281","paid","Atlanta-Sandy Springs-Roswell, GA","486","Sympathy For The Devil","29"
"Lily Allen","Jordan","F","2","Hicks","194.76853","free","Salinas, CA","547","Smile","37"
"MGMT","Kevin","M","1","Arellano","264.17587","free","Harrisburg-Carlisle, PA","541","Time To Pretend","66"
"The Unicorns","Jordan","F","3","Hicks","222.74567","free","Salinas, CA","547","Sea Ghost","37"
"Widespread Panic","Jacqueline","F","51","Lynch","400.79628","paid","Atlanta-Sandy Springs-Roswell, GA","486","Papa's Home","29"
"Testament","Jacqueline","F","52","Lynch","253.64853","paid","Atlanta-Sandy Springs-Roswell, GA","486","Afterlife","29"
"Gogol Bordello","Jacqueline","F","53","Lynch","375.45751","paid","Atlanta-Sandy Springs-Roswell, GA","486","Dub The Frequencies Of Love","29"
"BT Express","Kate","F","1","Harrell","352.88771","paid","Lansing-East Lansing, MI","537","Do It ('Til You're Satisfied)","97"
"Tal Bachman","Jacqueline","F","54","Lynch","224.70485","paid","Atlanta-Sandy Springs-Roswell, GA","486","She's So High","29"
"Jacky Terrasson","Kate","F","2","Harrell","342.7522","paid","Lansing-East Lansing, MI","537","Le Jardin d'Hiver","97"
"Gorillaz","Jacqueline","F","55","Lynch","199.05261","paid","Atlanta-Sandy Springs-Roswell, GA","486","Fire Coming Out Of The Monkey's Head","29"
"Paul Oakenfold","Wyatt","M","1","Scott","254.14485","free","Eureka-Arcata-Fortuna, CA","527","Ready_ Steady_ Go (Album Version)","9"
"New Found Glory","Jacqueline","F","56","Lynch","169.87383","paid","Atlanta-Sandy Springs-Roswell, GA","486","Better Off Dead","29"
"The Ordinary Boys","Kate","F","3","Harrell","162.87302","paid","Lansing-East Lansing, MI","537","Boys Will Be Boys","97"
"Train","Wyatt","M","2","Scott","216.76363","free","Eureka-Arcata-Fortuna, CA","527","Hey_ Soul Sister","9"
"The Undertones","Kate","F","4","Harrell","156.36853","paid","Lansing-East Lansing, MI","537","My Perfect Cousin","97"
"Queens Of The Stone Age","Jacqueline","F","57","Lynch","364.90404","paid","Atlanta-Sandy Springs-Roswell, GA","486","God Is On The Radio","29"
"Elliott Smith","Jordan","F","0","Hicks","141.42649","free","Salinas, CA","550","Between The Bars","37"
"The White Stripes","Kate","F","5","Harrell","232.61995","paid","Lansing-East Lansing, MI","537","Seven Nation Army","97"
"Thursday","Jacqueline","F","58","Lynch","250.17424","paid","Atlanta-Sandy Springs-Roswell, GA","486","Signals Over The Air","29"
"Weezer","Kate","F","7","Harrell","167.3922","paid","Lansing-East Lansing, MI","537","Susanne","97"
"Baby Bash / Russell Lee","Kate","F","8","Harrell","269.00853","paid","Lansing-East Lansing, MI","537","Sexy Eyes","97"
"Dwight Yoakam","Jacqueline","F","59","Lynch","239.3073","paid","Atlanta-Sandy Springs-Roswell, GA","486","You're The One","29"
"Lara","Kate","F","9","Harrell","205.58322","paid","Lansing-East Lansing, MI","537","La Otra Princesa","97"
"Kings Of Leon","Jacqueline","F","60","Lynch","189.1522","paid","Atlanta-Sandy Springs-Roswell, GA","486","McFearless","29"
"ManÃÂ¡","Kate","F","10","Harrell","252.86485","paid","Lansing-East Lansing, MI","537","Rayando el sol","97"
"Markus KrunegÃÂ¥rd","Jacqueline","F","61","Lynch","185.5473","paid","Atlanta-Sandy Springs-Roswell, GA","486","Genom tunna tyger","29"
"Local Natives","Jacqueline","F","62","Lynch","240.8224","paid","Atlanta-Sandy Springs-Roswell, GA","486","Cards & Quarters","29"
"La Roux","Kate","F","11","Harrell","205.60934","paid","Lansing-East Lansing, MI","537","Bulletproof","97"
"Philipp Poisel","Jacqueline","F","63","Lynch","258.66404","paid","Atlanta-Sandy Springs-Roswell, GA","486","Seerosenteich","29"
"Jedi Mind Tricks","Kate","F","12","Harrell","244.32281","paid","Lansing-East Lansing, MI","537","Ripped To Shreds (feat. Vinnie Paz_ Celph Titled & Demoz)","97"
"Nightcrawlers","Jacqueline","F","64","Lynch","264.14975","paid","Atlanta-Sandy Springs-Roswell, GA","486","Push The Feeling On","29"
"Tapes n Tapes","Kate","F","13","Harrell","191.63383","paid","Lansing-East Lansing, MI","537","Say Back Something","97"
"Paramore","Kate","F","14","Harrell","230.45179","paid","Lansing-East Lansing, MI","537","Careful (Album Version)","97"
"Eric Church","Jacqueline","F","65","Lynch","190.64118","paid","Atlanta-Sandy Springs-Roswell, GA","486","Guys Like Me","29"
"Josh Groban","Kate","F","15","Harrell","244.45342","paid","Lansing-East Lansing, MI","537","Petit Papa Noel (Album Version)","97"
"Billy Currington","Kate","F","16","Harrell","215.82322","paid","Lansing-East Lansing, MI","537","Good Directions","97"
"Mayer Hawthorne","Kate","F","17","Harrell","179.25179","paid","Lansing-East Lansing, MI","537","Shiny & New","97"
"Scandinavian Music Group","Chloe","F","0","Cuevas","544.88771","free","San Francisco-Oakland-Hayward, CA","542","Kun Puut Tekee SeittiÃÂ¤","49"
"Macaco","Lily","F","0","Burns","284.52526","free","New York-Newark-Jersey City, NY-NJ-PA","546","Mama Tierra","32"
"Gorillaz","Kate","F","18","Harrell","230.68689","paid","Lansing-East Lansing, MI","537","M1 A1","97"
"Binary Star","Kate","F","19","Harrell","157.72689","paid","Lansing-East Lansing, MI","537","Slang Blade","97"
"The Mars Volta","Kate","F","20","Harrell","344.92036","paid","Lansing-East Lansing, MI","537","Aberinkula","97"
"MGMT","Jacqueline","F","67","Lynch","264.17587","paid","Atlanta-Sandy Springs-Roswell, GA","486","Time To Pretend","29"
"Children Of Bodom","Jacqueline","F","68","Lynch","204.69506","paid","Atlanta-Sandy Springs-Roswell, GA","486","Don't Stop At The Top","29"
"K's Choice","Kate","F","21","Harrell","288.57424","paid","Lansing-East Lansing, MI","537","Not An Addict","97"
"The Human League","Jacqueline","F","69","Lynch","265.35138","paid","Atlanta-Sandy Springs-Roswell, GA","486","Human","29"
"Elvis Presley","Kate","F","22","Harrell","273.76281","paid","Lansing-East Lansing, MI","537","Suspicious Minds","97"
"Sleater-kinney","Jacqueline","F","70","Lynch","190.45832","paid","Atlanta-Sandy Springs-Roswell, GA","486","Good Things","29"
"Bat For Lashes","Kate","F","23","Harrell","187.71546","paid","Lansing-East Lansing, MI","537","Moon And Moon","97"
"Adam Lambert","Jacqueline","F","71","Lynch","228.23138","paid","Atlanta-Sandy Springs-Roswell, GA","486","If I Had You","29"
"Base Ball Bear","Kate","F","24","Harrell","255.60771","paid","Lansing-East Lansing, MI","537","Sayonara-Nostalgia","97"
"Yeah Yeah Yeahs","Jacqueline","F","72","Lynch","314.46159","paid","Atlanta-Sandy Springs-Roswell, GA","486","No No No","29"
"Nevermore","Kate","F","25","Harrell","326.53016","paid","Lansing-East Lansing, MI","537","Passenger","97"
"Jake Hess","Jacqueline","F","73","Lynch","199.26159","paid","Atlanta-Sandy Springs-Roswell, GA","486","You And Me Jesus","29"
"Stacie Orrico","Kate","F","26","Harrell","238.78485","paid","Lansing-East Lansing, MI","537","So Pray (Genuine Album Version)","97"
"Devo","Kate","F","27","Harrell","173.81832","paid","Lansing-East Lansing, MI","537","Girl U Want (Live)","97"
"Chet Baker","Kate","F","28","Harrell","378.74893","paid","Lansing-East Lansing, MI","537","Blame It on My Youth (From ""Let's Get Lost"")","97"
"Guns N' Roses","Kate","F","29","Harrell","459.20608","paid","Lansing-East Lansing, MI","537","Sympathy For The Devil","97"
"Dwight Yoakam","Kate","F","30","Harrell","239.3073","paid","Lansing-East Lansing, MI","537","You're The One","97"
"Spinners","Kate","F","31","Harrell","444.13342","paid","Lansing-East Lansing, MI","537","Rubberband Man","97"
"Diam's","Kate","F","33","Harrell","284.9171","paid","Lansing-East Lansing, MI","537","Suzy 2003 (Live)","97"
"Prohom","Lily","F","0","Koch","246.38649","paid","Chicago-Naperville-Elgin, IL-IN-WI","417","Mise En Bouche","15"
"Nicholas Hooper","Kate","F","34","Harrell","104.98567","paid","Lansing-East Lansing, MI","537","Ron's Victory (""Harry Potter & The Half-Blood Prince"")","97"
"Drake / Lil Wayne / Young Jeezy","Lily","F","1","Koch","225.2273","paid","Chicago-Naperville-Elgin, IL-IN-WI","417","I'm Goin In","15"
"Traffic","Kate","F","35","Harrell","195.39546","paid","Lansing-East Lansing, MI","537","Something New","97"
"Straight No Chaser","Kate","F","36","Harrell","214.88281","paid","Lansing-East Lansing, MI","537","I'm Yours / Somewhere Over The Rainbow (EP Version)","97"
"Leonard Cohen","Kate","F","37","Harrell","340.53179","paid","Lansing-East Lansing, MI","537","So Long_ Marianne","97"
"The Strokes","Kate","F","38","Harrell","208.06485","paid","Lansing-East Lansing, MI","537","The Modern Age","97"
"Brad Mehldau","Kate","F","39","Harrell","651.78077","paid","Lansing-East Lansing, MI","537","Moon River (Live) (Album Version)","97"
"Selena","Kate","F","40","Harrell","329.58649","paid","Lansing-East Lansing, MI","537","Como La Flor (2005 Re-mastering) (Live)","97"
"Nirvana","Kate","F","41","Harrell","219.08853","paid","Lansing-East Lansing, MI","537","Come As You Are","97"
"Her Bright Skies","Kate","F","42","Harrell","203.54567","paid","Lansing-East Lansing, MI","537","Heartbreaker","97"
"Aerosmith","Kate","F","43","Harrell","235.36281","paid","Lansing-East Lansing, MI","537","Pink","97"
"Stephen Marley","Kate","F","44","Harrell","255.05914","paid","Lansing-East Lansing, MI","537","Chase Dem","97"
"Eric Church","Jacqueline","F","1","Lynch","171.72853","paid","Atlanta-Sandy Springs-Roswell, GA","556","My Heart's Got A Memory","29"
"David Morales W/ Tamra Keenan","Kate","F","45","Harrell","347.27138","paid","Lansing-East Lansing, MI","537","Here I Am (Album Version)","97"
"Shaggy","Jacqueline","F","2","Lynch","246.88281","paid","Atlanta-Sandy Springs-Roswell, GA","556","Boombastic","29"
"Jacky Terrasson","Jacqueline","F","3","Lynch","342.7522","paid","Atlanta-Sandy Springs-Roswell, GA","556","Le Jardin d'Hiver","29"
"Raymond Van Het Groenewoud","Kate","F","46","Harrell","163.65669","paid","Lansing-East Lansing, MI","537","Het Nummer Van God","97"
"Rammstein","Kate","F","47","Harrell","235.59791","paid","Lansing-East Lansing, MI","537","TE QUIERO PUTA!","97"
"Wykked Wytch","Jacqueline","F","4","Lynch","224.31302","paid","Atlanta-Sandy Springs-Roswell, GA","556","Ripping Flesh","29"
"Cartola","Kate","F","48","Harrell","127.242","paid","Lansing-East Lansing, MI","537","Tive Sim","97"
"Jack Johnson","Kate","F","49","Harrell","228.8322","paid","Lansing-East Lansing, MI","537","Fortunate Fool","97"
"Tom Waits","Jacqueline","F","5","Lynch","197.85098","paid","Atlanta-Sandy Springs-Roswell, GA","556","Whistlin' Past The Graveyard","29"
"Colbie Caillat","Jacqueline","F","6","Lynch","196.17914","paid","Atlanta-Sandy Springs-Roswell, GA","556","Bubbly","29"
"Coldplay","Kate","F","50","Harrell","268.38159","paid","Lansing-East Lansing, MI","537","Yellow","97"
"Does It Offend You_ Yeah?","Jacqueline","F","7","Lynch","220.57751","paid","Atlanta-Sandy Springs-Roswell, GA","556","Doomed Now","29"
"OneRepublic","Sara","F","1","Johnson","224.67873","paid","Winston-Salem, NC","411","Secrets","95"
"The Crests","Kate","F","51","Harrell","182.88281","paid","Lansing-East Lansing, MI","537","16 Candles","97"
"Mutemath","Jacqueline","F","8","Lynch","200.51546","paid","Atlanta-Sandy Springs-Roswell, GA","556","Spotlight","29"
"Muse","Sara","F","2","Johnson","304.84853","paid","Winston-Salem, NC","411","Uprising","95"
"Owl City","Kate","F","52","Harrell","231.67955","paid","Lansing-East Lansing, MI","537","Vanilla Twilight","97"
"Parachute","Jacqueline","F","9","Lynch","253.49179","paid","Atlanta-Sandy Springs-Roswell, GA","556","The New Year","29"
"Billy Bob Thornton and The Peasall Sisters","Kate","F","53","Harrell","164.80608","paid","Lansing-East Lansing, MI","537","Road to Kaintuck","97"
"Newton Faulkner","Sara","F","3","Johnson","236.66893","paid","Winston-Salem, NC","411","Dream Catch Me","95"
"Funkadelic","Kate","F","54","Harrell","626.07628","paid","Lansing-East Lansing, MI","537","Uncle Jam","97"
"Scorpions","Jacqueline","F","10","Lynch","157.04771","paid","Atlanta-Sandy Springs-Roswell, GA","556","When The Smoke Is Going Down","29"
"OneRepublic","Sara","F","4","Johnson","224.67873","paid","Winston-Salem, NC","411","Secrets","95"
"Krisiun","Jacqueline","F","11","Lynch","167.91465","paid","Atlanta-Sandy Springs-Roswell, GA","556","In League With Satan","29"
"Edward Sharpe & The Magnetic Zeros","Jacqueline","F","12","Lynch","306.31138","paid","Atlanta-Sandy Springs-Roswell, GA","556","Home","29"
"Tiger Lou","Sara","F","5","Johnson","208.45669","paid","Winston-Salem, NC","411","Sam_ As In Samantha","95"
